,label,dim_0,dim_1,layer,fold,text,iteration
2700,Moscow,-4.4098639488220215,-0.667248010635376,average,train,What 's russia 's capital,840
2701,Moscow,-13.41497802734375,28.603513717651367,output,train,What 's russia 's capital,840
2702,London,0.5239456295967102,-0.5712125301361084,average,train,What 's england 's capital,840
2703,London,35.01323318481445,15.546649932861328,output,train,What 's england 's capital,840
2704,Rouble,-4.056827545166016,5.0030107498168945,average,dev,What currency is used in russia,840
2705,Rouble,-45.03913497924805,13.330114364624023,output,dev,What currency is used in russia,840
2706,Pound,0.876982569694519,5.099045753479004,average,dev,What currency is used in england,840
2707,Pound,-5.509767532348633,-1.355833649635315,output,dev,What currency is used in england,840
2708,Moscow,-4.464341640472412,-0.4037907123565674,average,dev,What is the capital and largest city of russia,840
2709,Moscow,-13.769428253173828,27.347719192504883,output,dev,What is the capital and largest city of russia,840
2710,London,0.469468355178833,-0.3077554702758789,average,dev,What is the capital and largest city of england,840
2711,London,34.382904052734375,14.342634201049805,output,dev,What is the capital and largest city of england,840
2712,Rouble,-4.044728755950928,4.102295398712158,average,dev,What 's the currency in russia,840
2713,Rouble,-43.43229675292969,13.004817962646484,output,dev,What 's the currency in russia,840
2714,Pound,0.8890811800956726,4.198330879211426,average,dev,What 's the currency in england,840
2715,Pound,-4.291683673858643,-1.439651608467102,output,dev,What 's the currency in england,840
2716,Moscow,-4.452242851257324,-1.3045058250427246,average,dev,What 's the capital of russia,840
2717,Moscow,-10.273845672607422,27.80595588684082,output,dev,What 's the capital of russia,840
2718,London,0.48156702518463135,-1.2084705829620361,average,dev,What 's the capital of england,840
2719,London,36.660400390625,14.884689331054688,output,dev,What 's the capital of england,840
2720,Rouble,-5.433422088623047,4.046343803405762,average,train,What is this currency of russia,850
2721,Rouble,-50.32981491088867,15.713488578796387,output,train,What is this currency of russia,850
2722,Pound,-0.4957770109176636,4.141886234283447,average,train,What is this currency of england,850
2723,Pound,-7.274243354797363,-1.1115834712982178,output,train,What is this currency of england,850
2724,Moscow,-4.919572830200195,-0.4124060869216919,average,train,What is this capital of russia,850
2725,Moscow,-16.613445281982422,27.682716369628906,output,train,What is this capital of russia,850
2726,London,0.01807248592376709,-0.31686365604400635,average,train,What is this capital of england,850
2727,London,32.55143356323242,14.576735496520996,output,train,What is this capital of england,850
2728,Rouble,-4.928300380706787,3.789858341217041,average,train,What 's russia 's currency,850
2729,Rouble,-49.73378372192383,15.67534351348877,output,train,What 's russia 's currency,850
2730,Pound,0.009344533085823059,3.8854007720947266,average,train,What 's england 's currency,850
2731,Pound,-6.67820930480957,-1.149728775024414,output,train,What 's england 's currency,850
2732,Moscow,-4.4144511222839355,-0.668891429901123,average,train,What 's russia 's capital,850
2733,Moscow,-13.474397659301758,28.698680877685547,output,train,What 's russia 's capital,850
2734,London,0.5231940746307373,-0.5733489990234375,average,train,What 's england 's capital,850
2735,London,35.13582229614258,15.605097770690918,output,train,What 's england 's capital,850
2736,Rouble,-4.062645435333252,5.00329065322876,average,dev,What currency is used in russia,850
2737,Rouble,-45.26625061035156,13.373897552490234,output,dev,What currency is used in russia,850
2738,Pound,0.8749997615814209,5.098833084106445,average,dev,What currency is used in england,850
2739,Pound,-5.571780681610107,-1.3605642318725586,output,dev,What currency is used in england,850
2740,Moscow,-4.46854305267334,-0.40614473819732666,average,dev,What is the capital and largest city of russia,850
2741,Moscow,-13.823942184448242,27.440216064453125,output,dev,What is the capital and largest city of russia,850
2742,London,0.46910226345062256,-0.3106023073196411,average,dev,What is the capital and largest city of england,850
2743,London,34.509273529052734,14.397990226745605,output,dev,What is the capital and largest city of england,850
2744,Rouble,-4.050739288330078,4.102930545806885,average,dev,What 's the currency in russia,850
2745,Rouble,-43.65059280395508,13.049043655395508,output,dev,What 's the currency in russia,850
2746,Pound,0.8869056105613708,4.19847297668457,average,dev,What 's the currency in england,850
2747,Pound,-4.34560489654541,-1.443158745765686,output,dev,What 's the currency in england,850
2748,Moscow,-4.456636905670166,-1.3065046072006226,average,dev,What 's the capital of russia,850
2749,Moscow,-10.317792892456055,27.89898681640625,output,dev,What 's the capital of russia,850
2750,London,0.4810081720352173,-1.210962176322937,average,dev,What 's the capital of england,850
2751,London,36.789241790771484,14.93935489654541,output,dev,What 's the capital of england,850
2752,Rouble,-5.438571929931641,4.046201229095459,average,train,What is this currency of russia,860
2753,Rouble,-50.54969024658203,15.757425308227539,output,train,What is this currency of russia,860
2754,Pound,-0.4967682361602783,4.141317367553711,average,train,What is this currency of england,860
2755,Pound,-7.331823348999023,-1.1173895597457886,output,train,What is this currency of england,860
2756,Moscow,-4.922848701477051,-0.41484856605529785,average,train,What is this capital of russia,860
2757,Moscow,-16.660402297973633,27.772357940673828,output,train,What is this capital of russia,860
2758,London,0.018954992294311523,-0.31973230838775635,average,train,What is this capital of england,860
2759,London,32.68216323852539,14.630636215209961,output,train,What is this capital of england,860
2760,Rouble,-4.934209823608398,3.7905611991882324,average,train,What 's russia 's currency,860
2761,Rouble,-49.95736312866211,15.722248077392578,output,train,What 's russia 's currency,860
2762,Pound,0.007594093680381775,3.8856778144836426,average,train,What 's england 's currency,860
2763,Pound,-6.739499568939209,-1.152566909790039,output,train,What 's england 's currency,860
2764,Moscow,-4.418486595153809,-0.6704885959625244,average,train,What 's russia 's capital,860
2765,Moscow,-13.525339126586914,28.790348052978516,output,train,What 's russia 's capital,860
2766,London,0.5233172178268433,-0.5753722190856934,average,train,What 's england 's capital,860
2767,London,35.262916564941406,15.660123825073242,output,train,What 's england 's capital,860
2768,Rouble,-4.06725549697876,5.003741264343262,average,dev,What currency is used in russia,860
2769,Rouble,-45.472957611083984,13.408447265625,output,dev,What currency is used in russia,860
2770,Pound,0.8745483160018921,5.098857879638672,average,dev,What currency is used in england,860
2771,Pound,-5.627448081970215,-1.3659247159957886,output,dev,What currency is used in england,860
2772,Moscow,-4.471549034118652,-0.4082906246185303,average,dev,What is the capital and largest city of russia,860
2773,Moscow,-13.863983154296875,27.526805877685547,output,dev,What is the capital and largest city of russia,860
2774,London,0.47025465965270996,-0.31317436695098877,average,dev,What is the capital and largest city of england,860
2775,London,34.64379119873047,14.447746276855469,output,dev,What is the capital and largest city of england,860
2776,Rouble,-4.055864334106445,4.103655815124512,average,dev,What 's the currency in russia,860
2777,Rouble,-43.852439880371094,13.08580493927002,output,dev,What 's the currency in russia,860
2778,Pound,0.8859396576881409,4.198772430419922,average,dev,What 's the currency in england,860
2779,Pound,-4.39449405670166,-1.4471731185913086,output,dev,What 's the currency in england,860
2780,Moscow,-4.460157871246338,-1.3083761930465698,average,dev,What 's the capital of russia,860
2781,Moscow,-10.351348876953125,27.98785400390625,output,dev,What 's the capital of russia,860
2782,London,0.48164594173431396,-1.2132599353790283,average,dev,What 's the capital of england,860
2783,London,36.92347717285156,14.990039825439453,output,dev,What 's the capital of england,860
2784,Rouble,-5.442883491516113,4.04622745513916,average,train,What is this currency of russia,870
2785,Rouble,-50.753257751464844,15.793736457824707,output,train,What is this currency of russia,870
2786,Pound,-0.49661779403686523,4.141019821166992,average,train,What is this currency of england,870
2787,Pound,-7.372913360595703,-1.1310324668884277,output,train,What is this currency of england,870
2788,Moscow,-4.925812721252441,-0.4171411991119385,average,train,What is this capital of russia,870
2789,Moscow,-16.704866409301758,27.85871124267578,output,train,What is this capital of russia,870
2790,London,0.020452499389648438,-0.3223484754562378,average,train,What is this capital of england,870
2791,London,32.81531524658203,14.680806159973145,output,train,What is this capital of england,870
2792,Rouble,-4.93773078918457,3.791783571243286,average,train,What 's russia 's currency,870
2793,Rouble,-50.1512565612793,15.756070137023926,output,train,What 's russia 's currency,870
2794,Pound,0.008534770458936691,3.8865764141082764,average,train,What 's england 's currency,870
2795,Pound,-6.7709150314331055,-1.168695330619812,output,train,What 's england 's currency,870
2796,Moscow,-4.420660495758057,-0.6715848445892334,average,train,What 's russia 's capital,870
2797,Moscow,-13.560037612915039,28.873456954956055,output,train,What 's russia 's capital,870
2798,London,0.5256049633026123,-0.5767920017242432,average,train,What 's england 's capital,870
2799,London,35.40067672729492,15.706683158874512,output,train,What 's england 's capital,870
2800,Rouble,-4.071012496948242,5.004349708557129,average,dev,What currency is used in russia,870
2801,Rouble,-45.66215896606445,13.434589385986328,output,dev,What currency is used in russia,870
2802,Pound,0.8752532005310059,5.099142551422119,average,dev,What currency is used in england,870
2803,Pound,-5.678553104400635,-1.3717191219329834,output,dev,What currency is used in england,870
2804,Moscow,-4.474236011505127,-0.4102919101715088,average,dev,What is the capital and largest city of russia,870
2805,Moscow,-13.901504516601562,27.610074996948242,output,dev,What is the capital and largest city of russia,870
2806,London,0.47202932834625244,-0.3154991865158081,average,dev,What is the capital and largest city of england,870
2807,London,34.78082275390625,14.493733406066895,output,dev,What is the capital and largest city of england,870
2808,Rouble,-4.059364318847656,4.104716777801514,average,dev,What 's the currency in russia,870
2809,Rouble,-44.03110885620117,13.112110137939453,output,dev,What 's the currency in russia,870
2810,Pound,0.8869010210037231,4.199509620666504,average,dev,What 's the currency in england,870
2811,Pound,-4.436009407043457,-1.4519002437591553,output,dev,What 's the currency in england,870
2812,Moscow,-4.462588310241699,-1.309924840927124,average,dev,What 's the capital of russia,870
2813,Moscow,-10.376575469970703,28.07142448425293,output,dev,What 's the capital of russia,870
2814,London,0.4836771488189697,-1.2151321172714233,average,dev,What 's the capital of england,870
2815,London,37.06320571899414,15.035262107849121,output,dev,What 's the capital of england,870
2816,Rouble,-5.448101043701172,4.0464701652526855,average,train,What is this currency of russia,880
2817,Rouble,-50.969322204589844,15.8368501663208,output,train,What is this currency of russia,880
2818,Pound,-0.49778759479522705,4.1407856941223145,average,train,What is this currency of england,880
2819,Pound,-7.431379318237305,-1.1362519264221191,output,train,What is this currency of england,880
2820,Moscow,-4.929152965545654,-0.4191991090774536,average,train,What is this capital of russia,880
2821,Moscow,-16.760108947753906,27.94260597229004,output,train,What is this capital of russia,880
2822,London,0.021160483360290527,-0.32488369941711426,average,train,What is this capital of england,880
2823,London,32.93757247924805,14.731806755065918,output,train,What is this capital of england,880
2824,Rouble,-4.9435038566589355,3.7926292419433594,average,train,What 's russia 's currency,880
2825,Rouble,-50.36917495727539,15.801581382751465,output,train,What 's russia 's currency,880
2826,Pound,0.006809666752815247,3.886944532394409,average,train,What 's england 's currency,880
2827,Pound,-6.831233501434326,-1.1715219020843506,output,train,What 's england 's currency,880
2828,Moscow,-4.424555778503418,-0.6730401515960693,average,train,What 's russia 's capital,880
2829,Moscow,-13.614036560058594,28.960237503051758,output,train,What 's russia 's capital,880
2830,London,0.5257577896118164,-0.5787248611450195,average,train,What 's england 's capital,880
2831,London,35.52340316772461,15.759779930114746,output,train,What 's england 's capital,880
2832,Rouble,-4.075621604919434,5.005038261413574,average,dev,What currency is used in russia,880
2833,Rouble,-45.864768981933594,13.468302726745605,output,dev,What currency is used in russia,880
2834,Pound,0.8746916055679321,5.099353790283203,average,dev,What currency is used in england,880
2835,Pound,-5.733868598937988,-1.3771154880523682,output,dev,What currency is used in england,880
2836,Moscow,-4.477272033691406,-0.41212713718414307,average,dev,What is the capital and largest city of russia,880
2837,Moscow,-13.94853401184082,27.691347122192383,output,dev,What is the capital and largest city of russia,880
2838,London,0.4730415344238281,-0.3178117275238037,average,dev,What is the capital and largest city of england,880
2839,London,34.90799331665039,14.541049003601074,output,dev,What is the capital and largest city of england,880
2840,Rouble,-4.064403533935547,4.105595111846924,average,dev,What 's the currency in russia,880
2841,Rouble,-44.22830581665039,13.14781379699707,output,dev,What 's the currency in russia,880
2842,Pound,0.8859097361564636,4.199910640716553,average,dev,What 's the currency in england,880
2843,Pound,-4.484317779541016,-1.4559810161590576,output,dev,What 's the currency in england,880
2844,Moscow,-4.4660539627075195,-1.3115700483322144,average,dev,What 's the capital of russia,880
2845,Moscow,-10.41501235961914,28.1554012298584,output,dev,What 's the capital of russia,880
2846,London,0.48425960540771484,-1.217254638671875,average,dev,What 's the capital of england,880
2847,London,37.191959381103516,15.083971977233887,output,dev,What 's the capital of england,880
2848,Rouble,-5.452326774597168,4.04647159576416,average,train,What is this currency of russia,890
2849,Rouble,-51.1677131652832,15.872282028198242,output,train,What is this currency of russia,890
2850,Pound,-0.49767565727233887,4.140469074249268,average,train,What is this currency of england,890
2851,Pound,-7.471993446350098,-1.1494886875152588,output,train,What is this currency of england,890
2852,Moscow,-4.93202018737793,-0.42145586013793945,average,train,What is this capital of russia,890
2853,Moscow,-16.801054000854492,28.026968002319336,output,train,What is this capital of russia,890
2854,London,0.022631287574768066,-0.32745862007141113,average,train,What is this capital of england,890
2855,London,33.06735610961914,14.780914306640625,output,train,What is this capital of england,890
2856,Rouble,-4.946785926818848,3.79374623298645,average,train,What 's russia 's currency,890
2857,Rouble,-50.55643844604492,15.833990097045898,output,train,What 's russia 's currency,890
2858,Pound,0.00786566361784935,3.8877434730529785,average,train,What 's england 's currency,890
2859,Pound,-6.860712051391602,-1.1877851486206055,output,train,What 's england 's currency,890
2860,Moscow,-4.426478862762451,-0.6741814613342285,average,train,What 's russia 's capital,890
2861,Moscow,-13.643033027648926,29.04115104675293,output,train,What 's russia 's capital,890
2862,London,0.5281725525856018,-0.5801842212677002,average,train,What 's england 's capital,890
2863,London,35.659271240234375,15.805135726928711,output,train,What 's england 's capital,890
2864,Rouble,-4.079278469085693,5.0056071281433105,average,dev,What currency is used in russia,890
2865,Rouble,-46.049076080322266,13.493669509887695,output,dev,What currency is used in russia,890
2866,Pound,0.8753727078437805,5.099604606628418,average,dev,What currency is used in england,890
2867,Pound,-5.783814430236816,-1.3829936981201172,output,dev,What currency is used in england,890
2868,Moscow,-4.479854583740234,-0.41410017013549805,average,dev,What is the capital and largest city of russia,890
2869,Moscow,-13.982598304748535,27.772632598876953,output,dev,What is the capital and largest city of russia,890
2870,London,0.47479677200317383,-0.3201029300689697,average,dev,What is the capital and largest city of england,890
2871,London,35.04161071777344,14.586004257202148,output,dev,What is the capital and largest city of england,890
2872,Rouble,-4.067730903625488,4.106579780578613,average,dev,What 's the currency in russia,890
2873,Rouble,-44.4016227722168,13.173093795776367,output,dev,What 's the currency in russia,890
2874,Pound,0.8869205713272095,4.200577259063721,average,dev,What 's the currency in england,890
2875,Pound,-4.52459192276001,-1.4608004093170166,output,dev,What 's the currency in england,890
2876,Moscow,-4.468306541442871,-1.3131272792816162,average,dev,What 's the capital of russia,890
2877,Moscow,-10.436066627502441,28.236875534057617,output,dev,What 's the capital of russia,890
2878,London,0.486344575881958,-1.219130039215088,average,dev,What 's the capital of england,890
2879,London,37.328922271728516,15.128053665161133,output,dev,What 's the capital of england,890
2880,Rouble,-5.457380771636963,4.0463385581970215,average,train,What is this currency of russia,900
2881,Rouble,-51.37821578979492,15.9146089553833,output,train,What is this currency of russia,900
2882,Pound,-0.498889684677124,4.139958381652832,average,train,What is this currency of england,900
2883,Pound,-7.530068397521973,-1.1541699171066284,output,train,What is this currency of england,900
2884,Moscow,-4.935308933258057,-0.4237457513809204,average,train,What is this capital of russia,900
2885,Moscow,-16.848316192626953,28.11335563659668,output,train,What is this capital of russia,900
2886,London,0.023182153701782227,-0.33012592792510986,average,train,What is this capital of england,900
2887,London,33.18824768066406,14.83299732208252,output,train,What is this capital of england,900
2888,Rouble,-4.952579975128174,3.7944388389587402,average,train,What 's russia 's currency,900
2889,Rouble,-50.77081298828125,15.879237174987793,output,train,What 's russia 's currency,900
2890,Pound,0.005911324173212051,3.888058662414551,average,train,What 's england 's currency,900
2891,Pound,-6.922665596008301,-1.189542531967163,output,train,What 's england 's currency,900
2892,Moscow,-4.430508613586426,-0.6756455898284912,average,train,What 's russia 's capital,900
2893,Moscow,-13.694673538208008,29.1295223236084,output,train,What 's russia 's capital,900
2894,London,0.5279830694198608,-0.5820257663726807,average,train,What 's england 's capital,900
2895,London,35.776363372802734,15.858317375183105,output,train,What 's england 's capital,900
2896,Rouble,-4.08375358581543,5.0060319900512695,average,dev,What currency is used in russia,900
2897,Rouble,-46.246788024902344,13.52670955657959,output,dev,What currency is used in russia,900
2898,Pound,0.8747376203536987,5.09965181350708,average,dev,What currency is used in england,900
2899,Pound,-5.838263511657715,-1.3884470462799072,output,dev,What currency is used in england,900
2900,Moscow,-4.482853889465332,-0.4161111116409302,average,dev,What is the capital and largest city of russia,900
2901,Moscow,-14.023078918457031,27.856000900268555,output,dev,What is the capital and largest city of russia,900
2902,London,0.4756370782852173,-0.32249128818511963,average,dev,What is the capital and largest city of england,900
2903,London,35.166263580322266,14.634007453918457,output,dev,What is the capital and largest city of england,900
2904,Rouble,-4.072720527648926,4.107278347015381,average,dev,What 's the currency in russia,900
2905,Rouble,-44.594886779785156,13.208385467529297,output,dev,What 's the currency in russia,900
2906,Pound,0.8857706189155579,4.200898170471191,average,dev,What 's the currency in england,900
2907,Pound,-4.5726728439331055,-1.4648959636688232,output,dev,What 's the currency in england,900
2908,Moscow,-4.471820831298828,-1.314864993095398,average,dev,What 's the capital of russia,900
2909,Moscow,-10.470781326293945,28.32248878479004,output,dev,What 's the capital of russia,900
2910,London,0.48667001724243164,-1.2212451696395874,average,dev,What 's the capital of england,900
2911,London,37.45296096801758,15.1769437789917,output,dev,What 's the capital of england,900
2912,Rouble,-5.46234655380249,4.0461907386779785,average,train,What is this currency of russia,910
2913,Rouble,-51.58552551269531,15.956207275390625,output,train,What is this currency of russia,910
2914,Pound,-0.5000452995300293,4.139429569244385,average,train,What is this currency of england,910
2915,Pound,-7.5870280265808105,-1.1589961051940918,output,train,What is this currency of england,910
2916,Moscow,-4.938493728637695,-0.4260298013687134,average,train,What is this capital of russia,910
2917,Moscow,-16.89223861694336,28.198440551757812,output,train,What is this capital of russia,910
2918,London,0.023807287216186523,-0.3327910900115967,average,train,What is this capital of england,910
2919,London,33.30845642089844,14.88432502746582,output,train,What is this capital of england,910
2920,Rouble,-4.95810604095459,3.795055627822876,average,train,What 's russia 's currency,910
2921,Rouble,-50.98033142089844,15.923149108886719,output,train,What 's russia 's currency,910
2922,Pound,0.004195094108581543,3.888294219970703,average,train,What 's england 's currency,910
2923,Pound,-6.981834411621094,-1.192054271697998,output,train,What 's england 's currency,910
2924,Moscow,-4.434253692626953,-0.6771650314331055,average,train,What 's russia 's capital,910
2925,Moscow,-13.740518569946289,29.21630096435547,output,train,What 's russia 's capital,910
2926,London,0.5280478000640869,-0.5839264392852783,average,train,What 's england 's capital,910
2927,London,35.89438247680664,15.910541534423828,output,train,What 's england 's capital,910
2928,Rouble,-4.088137626647949,5.006434440612793,average,dev,What currency is used in russia,910
2929,Rouble,-46.44145965576172,13.559081077575684,output,dev,What currency is used in russia,910
2930,Pound,0.8741633892059326,5.099673271179199,average,dev,What currency is used in england,910
2931,Pound,-5.891776084899902,-1.3939855098724365,output,dev,What currency is used in england,910
2932,Moscow,-4.485748291015625,-0.41812002658843994,average,dev,What is the capital and largest city of russia,910
2933,Moscow,-14.060237884521484,27.938074111938477,output,dev,What is the capital and largest city of russia,910
2934,London,0.47655296325683594,-0.32488131523132324,average,dev,What is the capital and largest city of england,910
2935,London,35.29020690917969,14.6812744140625,output,dev,What is the capital and largest city of england,910
2936,Rouble,-4.077530384063721,4.1079254150390625,average,dev,What 's the currency in russia,910
2937,Rouble,-44.78446960449219,13.242727279663086,output,dev,What 's the currency in russia,910
2938,Pound,0.8847707509994507,4.201164245605469,average,dev,What 's the currency in england,910
2939,Pound,-4.6195783615112305,-1.469104528427124,output,dev,What 's the currency in england,910
2940,Moscow,-4.475140571594238,-1.3166289329528809,average,dev,What 's the capital of russia,910
2941,Moscow,-10.501205444335938,28.406673431396484,output,dev,What 's the capital of russia,910
2942,London,0.48716044425964355,-1.2233902215957642,average,dev,What 's the capital of england,910
2943,London,37.5770378112793,15.224992752075195,output,dev,What 's the capital of england,910
2944,Rouble,-5.46663761138916,4.046564102172852,average,train,What is this currency of russia,920
2945,Rouble,-51.77871322631836,15.990785598754883,output,train,What is this currency of russia,920
2946,Pound,-0.5001779794692993,4.139443397521973,average,train,What is this currency of england,920
2947,Pound,-7.628957271575928,-1.1712274551391602,output,train,What is this currency of england,920
2948,Moscow,-4.941429138183594,-0.42788589000701904,average,train,What is this capital of russia,920
2949,Moscow,-16.941503524780273,28.276710510253906,output,train,What is this capital of russia,920
2950,London,0.02503037452697754,-0.33500635623931885,average,train,What is this capital of england,920
2951,London,33.42771530151367,14.930334091186523,output,train,What is this capital of england,920
2952,Rouble,-4.961304187774658,3.7962870597839355,average,train,What 's russia 's currency,920
2953,Rouble,-51.16094970703125,15.954288482666016,output,train,What 's russia 's currency,920
2954,Pound,0.005155548453330994,3.889166831970215,average,train,What 's england 's currency,920
2955,Pound,-7.0111918449401855,-1.207723617553711,output,train,What 's england 's currency,920
2956,Moscow,-4.436095714569092,-0.6781628131866455,average,train,What 's russia 's capital,920
2957,Moscow,-13.773119926452637,29.292125701904297,output,train,What 's russia 's capital,920
2958,London,0.530363917350769,-0.5852832794189453,average,train,What 's england 's capital,920
2959,London,36.02352523803711,15.953872680664062,output,train,What 's england 's capital,920
2960,Rouble,-4.091788291931152,5.007223129272461,average,dev,What currency is used in russia,920
2961,Rouble,-46.62038803100586,13.583624839782715,output,dev,What currency is used in russia,920
2962,Pound,0.8746708631515503,5.100102424621582,average,dev,What currency is used in england,920
2963,Pound,-5.941159248352051,-1.3998870849609375,output,dev,What currency is used in england,920
2964,Moscow,-4.488363265991211,-0.41976845264434814,average,dev,What is the capital and largest city of russia,920
2965,Moscow,-14.101380348205566,28.01369285583496,output,dev,What is the capital and largest city of russia,920
2966,London,0.4780961275100708,-0.32688891887664795,average,dev,What is the capital and largest city of england,920
2967,London,35.41438674926758,14.72359848022461,output,dev,What is the capital and largest city of england,920
2968,Rouble,-4.080794811248779,4.109039306640625,average,dev,What 's the currency in russia,920
2969,Rouble,-44.952091217041016,13.2670316696167,output,dev,What 's the currency in russia,920
2970,Pound,0.8856647610664368,4.201919078826904,average,dev,What 's the currency in england,920
2971,Pound,-4.659228324890137,-1.4739562273025513,output,dev,What 's the currency in england,920
2972,Moscow,-4.47736930847168,-1.317952036857605,average,dev,What 's the capital of russia,920
2973,Moscow,-10.527569770812988,28.482959747314453,output,dev,What 's the capital of russia,920
2974,London,0.4890899658203125,-1.2250725030899048,average,dev,What 's the capital of england,920
2975,London,37.706260681152344,15.26693344116211,output,dev,What 's the capital of england,920
2976,Rouble,-5.473289489746094,4.0461745262146,average,train,What is this currency of russia,930
2977,Rouble,-52.00358963012695,16.04163932800293,output,train,What is this currency of russia,930
2978,Pound,-0.5035545825958252,4.138663291931152,average,train,What is this currency of england,930
2979,Pound,-7.710622787475586,-1.1647179126739502,output,train,What is this currency of england,930
2980,Moscow,-4.946084022521973,-0.43027472496032715,average,train,What is this capital of russia,930
2981,Moscow,-17.005104064941406,28.366403579711914,output,train,What is this capital of russia,930
2982,London,0.023650646209716797,-0.3377857208251953,average,train,What is this capital of england,930
2983,London,33.53032302856445,14.986735343933105,output,train,What is this capital of england,930
2984,Rouble,-4.967764854431152,3.7969064712524414,average,train,What 's russia 's currency,930
2985,Rouble,-51.38139343261719,16.00458335876465,output,train,What 's russia 's currency,930
2986,Pound,0.0019697099924087524,3.889395236968994,average,train,What 's england 's currency,930
2987,Pound,-7.088428974151611,-1.2017724514007568,output,train,What 's england 's currency,930
2988,Moscow,-4.4405598640441895,-0.6795427799224854,average,train,What 's russia 's capital,930
2989,Moscow,-13.832566261291504,29.380468368530273,output,train,What 's russia 's capital,930
2990,London,0.5291750431060791,-0.5870540142059326,average,train,What 's england 's capital,930
2991,London,36.12762451171875,16.008344650268555,output,train,What 's england 's capital,930
2992,Rouble,-4.097175598144531,5.007475852966309,average,dev,What currency is used in russia,930
2993,Rouble,-46.827510833740234,13.623373031616211,output,dev,What currency is used in russia,930
2994,Pound,0.8725591897964478,5.0999650955200195,average,dev,What currency is used in england,930
2995,Pound,-5.999989032745361,-1.4049530029296875,output,dev,What currency is used in england,930
2996,Moscow,-4.4923858642578125,-0.42183589935302734,average,dev,What is the capital and largest city of russia,930
2997,Moscow,-14.155045509338379,28.099294662475586,output,dev,What is the capital and largest city of russia,930
2998,London,0.4773489236831665,-0.3293468952178955,average,dev,What is the capital and largest city of england,930
2999,London,35.522743225097656,14.77497386932373,output,dev,What is the capital and largest city of england,930
3000,Rouble,-4.086402893066406,4.109636306762695,average,dev,What 's the currency in russia,930
3001,Rouble,-45.15159606933594,13.307470321655273,output,dev,What 's the currency in russia,930
3002,Pound,0.8833321928977966,4.202125072479248,average,dev,What 's the currency in england,930
3003,Pound,-4.7108588218688965,-1.4777586460113525,output,dev,What 's the currency in england,930
3004,Moscow,-4.4816131591796875,-1.3196759223937988,average,dev,What 's the capital of russia,930
3005,Moscow,-10.572453498840332,28.569231033325195,output,dev,What 's the capital of russia,930
3006,London,0.48812198638916016,-1.227186918258667,average,dev,What 's the capital of england,930
3007,London,37.81620788574219,15.317709922790527,output,dev,What 's the capital of england,930
3008,Rouble,-5.478120803833008,4.04603385925293,average,train,What is this currency of russia,940
3009,Rouble,-52.203704833984375,16.081815719604492,output,train,What is this currency of russia,940
3010,Pound,-0.5047622919082642,4.138171672821045,average,train,What is this currency of england,940
3011,Pound,-7.7668304443359375,-1.169193148612976,output,train,What is this currency of england,940
3012,Moscow,-4.94920539855957,-0.43246257305145264,average,train,What is this capital of russia,940
3013,Moscow,-17.047807693481445,28.44898796081543,output,train,What is this capital of russia,940
3014,London,0.02415311336517334,-0.3403247594833374,average,train,What is this capital of england,940
3015,London,33.644798278808594,15.036578178405762,output,train,What is this capital of england,940
3016,Rouble,-4.973111152648926,3.7975053787231445,average,train,What 's russia 's currency,940
3017,Rouble,-51.58347702026367,16.046924591064453,output,train,What 's russia 's currency,940
3018,Pound,0.00024759769439697266,3.8896431922912598,average,train,What 's england 's currency,940
3019,Pound,-7.146599769592285,-1.2040847539901733,output,train,What 's england 's currency,940
3020,Moscow,-4.444195747375488,-0.6809909343719482,average,train,What 's russia 's capital,940
3021,Moscow,-13.876959800720215,29.464651107788086,output,train,What 's russia 's capital,940
3022,London,0.5291630029678345,-0.588853120803833,average,train,What 's england 's capital,940
3023,London,36.240116119384766,16.059009552001953,output,train,What 's england 's capital,940
3024,Rouble,-4.1014204025268555,5.007861614227295,average,dev,What currency is used in russia,940
3025,Rouble,-47.01536178588867,13.654450416564941,output,dev,What currency is used in russia,940
3026,Pound,0.8719384074211121,5.09999942779541,average,dev,What currency is used in england,940
3027,Pound,-6.052259922027588,-1.4105925559997559,output,dev,What currency is used in england,940
3028,Moscow,-4.495213985443115,-0.4237607717514038,average,dev,What is the capital and largest city of russia,940
3029,Moscow,-14.191166877746582,28.178918838500977,output,dev,What is the capital and largest city of russia,940
3030,London,0.4781447649002075,-0.3316229581832886,average,dev,What is the capital and largest city of england,940
3031,London,35.640872955322266,14.820820808410645,output,dev,What is the capital and largest city of england,940
3032,Rouble,-4.09105110168457,4.110260009765625,average,dev,What 's the currency in russia,940
3033,Rouble,-45.33448791503906,13.340485572814941,output,dev,What 's the currency in russia,940
3034,Pound,0.8823075294494629,4.20239782333374,average,dev,What 's the currency in england,940
3035,Pound,-4.756729602813721,-1.4820690155029297,output,dev,What 's the currency in england,940
3036,Moscow,-4.484845161437988,-1.3213623762130737,average,dev,What 's the capital of russia,940
3037,Moscow,-10.602084159851074,28.650903701782227,output,dev,What 's the capital of russia,940
3038,London,0.4885138273239136,-1.2292245626449585,average,dev,What 's the capital of england,940
3039,London,37.93442153930664,15.364287376403809,output,dev,What 's the capital of england,940
3040,Rouble,-5.480682373046875,4.046648979187012,average,train,What is this currency of russia,950
3041,Rouble,-52.36983108520508,16.1058292388916,output,train,What is this currency of russia,950
3042,Pound,-0.5030412673950195,4.138508319854736,average,train,What is this currency of england,950
